SCHOOL,NUMBER OF CANDIDATES,SAT FOR EXAM,SCHOOL OWNERSHIP,SCHOOL CATEGORY,SCHOOL TYPE,COMBINATIONS CATEGORY,ACADEMIC LEVEL CATEGORY,TOTAL PASSED CANDIDATES,GPA
s5234,,,,,,,,,
s5235,,,,,,,,,
s5236,39,39,,,,,,39,3.0812
s5237,,,,,,,,,
s5238,,,,,,,,,
s5239,,,,,,,,,
s5240,,,,,,,,,
s5241,,,,,,,,,
s5242,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s5243,,,,,,,,,
s5244,36,36,,,,,,36,2.4444
s5245,,,,,,,,,
s5246,,,,,,,,,
s5247,,,,,,,,,
s5248,,,,,,,,,
s5249,45,44,,,,,,44,2.5947
s5250,,,,,,,,,
s5251,,,,,,,,,
s5252,,,,,,,,,
s5253,,,,,,,,,
s5254,,,,,,,,,
s5255,,,,,,,,,
s5256,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s5257,,,,,,,,,
s5258,,,,,,,,,
s5259,,,,,,,,,
s5260,103,103,,,,,,103,2.5275
s5261,,,,,,,,,
s5262,,,,,,,,,
s5263,,,,,,,,,
s5264,,,,,,,,,
s5265,,,,,,,,,
s5266,,,,,,,,,
s5267,,,,,,,,,
s5268,,,,,,,,,
s5269,,,,,,,,,
s5270,,,,,,,,,
s5271,,,,,,,,,
s5272,,,,,,,,,
s5273,,,,,,,,,
s5274,,,,,,,,,
s5275,,,,,,,,,
s5276,,,,,,,,,
s5277,,,,,,,,,
s5278,,,,,,,,,
s5279,,,,,,,,,
s5280,,,,,,,,,
s5281,,,,,,,,,
s5282,60,60,,,,,,60,2.5444
s5283,,,,,,,,,
s5284,,,,,,,,,
s5285,,,,,,,,,
s5286,,,,,,,,,
s5287,,,,,,,,,
s5288,,,,,,,,,
s5289,,,,,,,,,
s5290,,,PRIVATE,BOYS ONLY,BOARDING,,,,
s5291,,,,,,,,,
s5292,,,,,,,,,
s5293,,,,,,,,,
s5294,,,,,,,,,
s5295,30,30,,,,,,30,1.9333
s5296,,,,,,,,,
s5297,,,,,,,,,
s5298,,,,,,,,,
s5299,,,,,,,,,
s5300,,,,,,,,,
s5301,,,,,,,,,
s5302,,,,,,,,,
s5303,,,,,,,,,
s5304,,,,,,,,,
s5305,,,,,,,,,
s5306,,,,,,,,,
s5307,,,,,,,,,
s5308,,,,,,,,,
s5309,,,,,,,,,
s5310,,,,,,,,,
s5311,,,,,,,,,
s5312,,,,,,,,,
s5313,,,,,,,,,
s5314,,,,,,,,,
s5315,91,90,,,,,,90,1.7000
s5316,,,,,,,,,
s5317,,,,,,,,,
s5318,,,,,,,,,
s5319,,,,,,,,,
s5320,,,,,,,,,
s5321,,,,,,,,,
s5322,,,,,,,,,
s5323,,,,,,,,,
s5324,,,,,,,,,
s5325,74,74,,,,,,74,1.7387
s5326,,,,,,,,,
s5327,,,,,,,,,
s5328,,,,,,,,,
s5329,,,,,,,,,
s5330,,,,,,,,,
s5331,,,,,,,,,
s5332,,,,,,,,,
s5333,,,,,,,,,
s5334,,,,,,,,,
s5335,,,,,,,,,
s5336,,,,,,,,,
s5337,,,,,,,,,
s5338,,,,,,,,,
s5339,,,,,,,,,
s5340,,,,,,,,,
s5341,,,,,,,,,
s5342,,,,,,,,,
s5343,,,PRIVATE,BOYS ONLY,BOARDING,,,,
s5344,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s5345,,,,,,,,,
s5346,,,,,,,,,
s5347,,,PRIVATE,BOYS ONLY,BOARDING,MIXED,COMBINED OA,,
s5348,,,,,,,,,
s5349,,,,,,,,,
s5350,,,,,,,,,
s5351,,,,,,,,,
s5352,,,,,,,,,
s5353,150,150,,,,,,150,2.3789
s5354,,,,,,,,,
s5355,,,,,,,,,
s5356,,,,,,,,,
s5357,,,,,,,,,
s5358,,,,,,,,,
s5359,,,,,,,,,
s5360,,,,,,,,,
s5361,,,,,,,,,
s5362,,,,,,,,,
s5363,,,,,,,,,
s5364,,,,,,,,,
s5365,,,,,,,,,
s5366,,,,,,,,,
s5367,,,,,,,,,
s5368,,,,,,,,,
s5369,,,,,,,,,
s5370,,,,,,,,,
s5371,,,,,,,,,
s5372,,,,,,,,,
s5373,,,,,,,,,
s5374,,,,,,,,,
s5375,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s5376,,,,,,,,,
s5377,12,12,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,12,2.6806
s5378,,,PRIVATE,BOYS AND GIRLS,DAY,,,,
s5379,52,52,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,52,1.8173
s5380,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s5381,,,,,,,,,
s5382,,,,,,,,,
s5383,,,,,,,,,
s5384,,,,,,,,,
s5385,,,,,,,,,
s5386,,,,,,,,,
s5387,,,,,,,,,
s5388,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s5389,,,,,,,,,
s5390,,,,,,,,,
s5391,,,,,,,,,
s5392,,,,,,,,,
s5393,,,,,,,,,
s5394,166,166,,,,,,166,2.3494
s5395,,,,,,,,,
s5396,,,,,,,,,
s5397,19,19,,,,,,19,2.6754
s5398,,,,,,,,,
s5399,,,,,,,,,
s5400,,,,,,,,,
s5401,,,,,,,,,
s5402,,,,,,,,,
s5403,,,,,,,,,
s5404,,,,,,,,,
s5405,,,,,,,,,
s5406,,,,,,,,,
s5407,8,8,,,,,,8,2.5833
s5408,,,,,,,,,
s5409,,,,,,,,,
s5410,,,,,,,,,
s5411,,,,,,,,,
s5412,,,,,,,,,
s5413,,,,,,,,,
s5414,,,,,,,,,
s5415,,,,,,,,,
s5416,,,,,,,,,
s5417,,,,,,,,,
s5418,,,,,,,,,
s5419,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s5420,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s5421,,,,,,,,,
s5422,,,,,,,,,
s5423,,,,,,,,,
s5424,,,,,,,,,
s5425,,,,,,,,,
s5426,,,,,,,,,
s5427,,,,,,,,,
s5428,,,,,,,,,
s5429,,,,,,,,,
s5430,,,,,,,,,
s5431,,,,,,,,,
s5432,,,,,,,,,
s5433,,,,,,,,,
s5434,,,,,,,,,
s5435,,,,,,,,,
s5436,,,,,,,,,
s5437,,,,,,,,,
s5438,,,,,,,,,
s5439,,,,,,,,,
s5440,,,,,,,,,
s5441,,,,,,,,,
s5442,,,,,,,,,
s5443,,,,,,,,,
s5444,,,,,,,,,
s5445,,,,,,,,,
s5446,,,,,,,,,
s5447,,,,,,,,,
s5448,,,,,,,,,
s5449,,,,,,,,,
s5450,,,,,,,,,
s5451,,,,,,,,,
s5452,,,,,,,,,
s5453,,,,,,,,,
s5454,,,,,,,,,
s5455,,,,,,,,,
s5456,,,,,,,,,
s5457,,,,,,,,,
s5458,,,,,,,,,
s5459,,,,,,,,,
s5460,,,,,,,,,
s5461,,,,,,,,,
s5462,,,,,,,,,
s5463,,,,,,,,,
s5464,,,,,,,,,
s5465,,,,,,,,,
s5466,,,,,,,,,
s5467,,,,,,,,,
s5468,,,,,,,,,
s5469,,,,,,,,,
s5470,,,,,,,,,
s5471,,,,,,,,,
s5472,,,,,,,,,
s5473,,,,,,,,,
s5474,,,,,,,,,
s5475,,,,,,,,,
s5476,,,,,,,,,
s5477,,,,,,,,,
s5478,,,,,,,,,
s5479,,,,,,,,,
s5480,,,,,,,,,
s5481,,,,,,,,,
s5482,,,,,,,,,
s5483,,,,,,,,,
s5484,,,,,,,,,
s5485,,,,,,,,,
s5486,,,,,,,,,
s5487,,,,,,,,,
s5488,,,,,,,,,
s5489,,,,,,,,,
s5490,,,,,,,,,
s5491,,,,,,,,,
s5492,,,,,,,,,
s5493,42,42,,,,,,42,2.4722
s5494,,,,,,,,,
s5495,,,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,,
s5496,,,,,,,,,
s5497,,,,,,,,,
s5498,,,,,,,,,
s5499,,,,,,,,,
s5500,,,,,,,,,
s5501,,,,,,,,,
s5502,,,,,,,,,
s5503,,,,,,,,,
s5504,,,,,,,,,
s5505,,,,,,,,,
s5506,,,,,,,,,
s5507,,,,,,,,,
s5508,,,,,,,,,
s5509,,,,,,,,,
s5510,,,,,,,,,
s5511,,,,,,,,,
s5512,,,,,,,,,
s5513,,,,,,,,,
s5514,,,,,,,,,
s5515,,,,,,,,,
s5516,,,,,,,,,
s5517,,,,,,,,,
s5518,,,,,,,,,
s5519,,,,,,,,,
s5520,,,,,,,,,
s5521,,,,,,,,,
s5522,,,,,,,,,
s5523,,,,,,,,,
s5524,,,,,,,,,
s5525,,,,,,,,,
s5526,,,,,,,,,
s5527,,,,,,,,,
s5528,,,,,,,,,
s5529,,,,,,,,,
s5530,,,,,,,,,
s5531,,,,,,,,,
s5532,,,,,,,,,
s5533,,,,,,,,,
s5534,,,,,,,,,
s5535,,,,,,,,,
s5536,,,,,,,,,
s5537,,,,,,,,,
s5538,,,,,,,,,
s5539,,,,,,,,,
s5540,,,,,,,,,
s5541,,,,,,,,,
s5542,,,,,,,,,
s5543,,,,,,,,,
s5544,,,,,,,,,
s5545,,,,,,,,,
s5546,,,,,,,,,
s5547,,,,,,,,,
s5548,,,,,,,,,
s5549,,,,,,,,,
s5550,,,,,,,,,
s5551,,,,,,,,,
s5552,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s5553,,,,,,,,,
s5554,,,,,,,,,
s5555,35,35,,,,,,35,1.4286
s5556,,,,,,,,,
s5557,,,,,,,,,
s5558,,,,,,,,,
s5559,,,,,,,,,
s5560,,,,,,,,,
s5561,,,,,,,,,
s5562,,,,,,,,,
s5563,,,,,,,,,
s5564,,,,,,,,,
s5565,,,,,,,,,
s5566,,,,,,,,,
s5567,117,116,,,,,,116,2.8175
s5568,,,,,,,,,
s5569,,,,,,,,,
s5570,,,,,,,,,
s5571,,,,,,,,,
s5572,55,55,,,,,,55,2.7030
s5573,,,,,,,,,
s5574,,,,,,,,,
s5575,,,,,,,,,
s5576,,,,,,,,,
s5577,,,,,,,,,
s5578,,,,,,,,,
s5579,30,30,,,,,,30,3.1333
s5580,,,,,,,,,
s5581,,,,,,,,,
s5582,,,,,,,,,
s5583,,,,,,,,,
s5584,,,,,,,,,
s5585,,,,,,,,,
s5586,,,,,,,,,
s5587,,,,,,,,,
s5588,,,,,,,,,
s5589,,,,,,,,,
s5590,,,,,,,,,
s5591,,,,,,,,,
s5592,,,,,,,,,
s5593,,,,,,,,,
s5594,,,,,,,,,
s5595,102,102,,,,,,102,2.5196
s5596,11,11,,,,,,11,2.8030
s5597,,,,,,,,,
s5598,,,,,,,,,
s5599,,,,,,,,,
s5600,,,,,,,,,
s5601,,,,,,,,,
s5602,,,,,,,,,
s5603,,,,,,,,,
s5604,,,,,,,,,
s5605,,,,,,,,,
s5606,,,,,,,,,
s5607,,,,,,,,,
s5608,,,,,,,,,
s5609,,,,,,,,,
s5610,,,,,,,,,
s5611,,,,,,,,,
s5612,,,,,,,,,
s5613,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s5614,,,,,,,,,
s5615,,,,,,,,,
s5616,,,,,,,,,
s5617,,,,,,,,,
s5618,,,,,,,,,
s5619,,,,,,,,,
s5620,,,,,,,,,
s5621,,,,,,,,,
s5622,,,,,,,,,
s5623,,,,,,,,,
s5624,,,,,,,,,
s5625,,,,,,,,,
s5626,,,,,,,,,
s5627,,,,,,,,,
s5628,,,,,,,,,
s5629,,,,,,,,,
s5630,,,,,,,,,
s5631,,,,,,,,,
s5632,,,,,,,,,
s5633,,,,,,,,,
s5634,,,,,,,,,
s5635,,,,,,,,,
s5636,,,,,,,,,
s5637,,,,,,,,,
s5638,,,,,,,,,
s5639,,,,,,,,,
s5640,,,,,,,,,
s5641,,,,,,,,,
s5642,,,,,,,,,
s5643,,,,,,,,,
s5644,,,,,,,,,
s5645,,,,,,,,,
s5646,,,,,,,,,
s5647,,,,,,,,,
s5648,,,,,,,,,
s5649,,,,,,,,,
s5650,,,,,,,,,
s5651,,,,,,,,,
s5652,,,,,,,,,
s5653,,,,,,,,,
s5654,,,,,,,,,
s5655,,,,,,,,,
s5656,,,,,,,,,
s5657,,,,,,,,,
s5658,,,,,,,,,
s5659,,,,,,,,,
s5660,,,,,,,,,
s5661,,,,,,,,,
s5662,,,,,,,,,
s5663,9,7,,,,,,6,3.1389
s5664,,,,,,,,,
s5665,,,,,,,,,
s5666,,,,,,,,,
s5667,,,,,,,,,
s5668,,,,,,,,,
s5669,,,,,,,,,
s5670,,,,,,,,,
s5671,,,,,,,,,
s5672,,,,,,,,,
s5673,,,,,,,,,
s5674,,,,,,,,,
s5675,,,,,,,,,
s5676,,,,,,,,,
s5677,,,,,,,,,
s5678,,,,,,,,,
s5679,,,,,,,,,
s5680,,,,,,,,,
s5681,,,,,,,,,
s5682,39,39,,,,,,39,2.8590
s5683,,,,,,,,,
s5684,,,,,,,,,
s5685,,,,,,,,,
s5686,3,3,PRIVATE,GIRLS ONLY,BOARDING,,,3,3.3889
s5687,,,,,,,,,
s5688,,,,,,,,,
s5689,,,,,,,,,
s5690,,,,,,,,,
s5691,,,,,,,,,
s5692,,,,,,,,,
s5693,,,,,,,,,
s5694,,,,,,,,,
s5695,,,,,,,,,
s5696,,,,,,,,,
s5697,,,,,,,,,
s5698,,,,,,,,,
s5699,,,,,,,,,
s5700,,,,,,,,,
s5701,,,,,,,,,
s5702,,,,,,,,,
s5703,,,,,,,,,
s5704,,,,,,,,,
s5705,,,,,,,,,
s5706,,,,,,,,,
s5707,,,,,,,,,
s5708,5,5,,,,,,5,2.8000
s5709,,,,,,,,,
s5710,,,,,,,,,
s5711,,,,,,,,,
s5712,,,,,,,,,
s5713,,,,,,,,,
s5714,,,,,,,,,
s5715,,,,,,,,,
s5716,,,,,,,,,
s5717,,,,,,,,,
s5718,,,,,,,,,
s5719,,,,,,,,,
s5720,,,,,,,,,
s5721,,,,,,,,,
s5722,,,,,,,,,
s5723,,,,,,,,,
s5724,,,,,,,,,
s5725,,,,,,,,,
s5726,,,,,,,,,
s5727,,,,,,,,,
s5728,,,,,,,,,
s5729,,,,,,,,,
s5730,,,,,,,,,
s5731,,,,,,,,,
s5732,,,,,,,,,
s5733,,,,,,,,,
s5734,,,,,,,,,
s5735,,,,,,,,,
s5736,,,,,,,,,
s5737,,,,,,,,,
s5738,,,,,,,,,
s5739,,,,,,,,,
s5740,,,,,,,,,
s5741,,,,,,,,,
s5742,,,,,,,,,
s5743,,,,,,,,,
s5744,,,,,,,,,
s5745,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s5746,,,,,,,,,
s5747,,,,,,,,,
s5748,,,,,,,,,
s5749,,,,,,,,,
s5750,,,,,,,,,
s5751,,,,,,,,,
s5752,,,,,,,,,
s5753,,,,,,,,,
s5754,,,,,,,,,
s5755,,,,,,,,,
s5756,,,,,,,,,
s5757,,,,,,,,,
s5758,,,,,,,,,
s5759,,,,,,,,,
s5760,,,,,,,,,
s5761,,,,,,,,,
s5762,,,,,,,,,
s5763,,,,,,,,,
s5764,,,,,,,,,
s5765,,,,,,,,,
s5766,,,,,,,,,
s5767,,,,,,,,,
s5768,,,,,,,,,
s5769,,,,,,,,,
s5770,,,,,,,,,
s5771,,,,,,,,,
s5772,,,,,,,,,
s5773,,,,,,,,,
s5774,,,,,,,,,
s5775,,,,,,,,,
s5776,,,,,,,,,
s5777,,,,,,,,,
s5778,,,,,,,,,
s5779,,,,,,,,,
s5780,,,,,,,,,
s5781,,,,,,,,,
s5782,20,20,,,,,,20,2.4917
s5783,,,,,,,,,
s5784,,,,,,,,,
s5785,,,,,,,,,
s5786,,,,,,,,,
s5787,,,,,,,,,
s5788,,,,,,,,,
s5789,,,,,,,,,
s5790,,,,,,,,,
s5791,,,,,,,,,
s5792,206,206,,,,,,206,2.4094
s5793,,,,,,,,,
s5794,,,,,,,,,
s5795,,,,,,,,,
s5796,,,,,,,,,
s5797,,,,,,,,,
s5798,,,,,,,,,
s5799,,,,,,,,,
s5800,,,,,,,,,
s5801,,,,,,,,,
s5802,,,,,,,,,
s5803,,,,,,,,,
s5804,,,,,,,,,
s5805,,,,,,,,,
s5806,,,,,,,,,
s5807,,,,,,,,,
s5808,,,,,,,,,
s5809,,,,,,,,,
s5810,,,,,,,,,
s5811,,,,,,,,,
s5812,,,,,,,,,
s5813,,,,,,,,,
s5814,,,,,,,,,
s5815,,,,,,,,,
s5816,124,124,,,,,,124,2.5806
s5817,,,,,,,,,
s5818,,,,,,,,,
s5819,,,,,,,,,
s5820,,,,,,,,,
s5821,,,,,,,,,
s5822,,,,,,,,,
s5823,,,,,,,,,
s5824,,,,,,,,,
s5825,,,,,,,,,
s5826,,,,,,,,,
s5827,,,,,,,,,
s5828,,,,,,,,,
s5829,,,,,,,,,
s5830,,,,,,,,,
s5831,,,,,,,,,
s5832,,,,,,,,,
s5833,,,,,,,,,
s5834,,,,,,,,,
s5835,,,,,,,,,
s5836,,,,,,,,,
s5837,,,,,,,,,
s5838,,,,,,,,,
s5839,,,,,,,,,
s5840,,,,,,,,,
s5841,,,,,,,,,
s5842,,,,,,,,,
s5843,,,,,,,,,
s5844,,,,,,,,,
s5845,,,,,,,,,
s5846,,,,,,,,,
s5847,,,,,,,,,
s5848,,,,,,,,,
s5849,,,,,,,,,
s5850,,,,,,,,,
s5851,,,,,,,,,
s5852,,,,,,,,,
s5853,,,,,,,,,
s5854,,,,,,,,,
s5855,,,,,,,,,
s5856,,,,,,,,,
s5857,14,13,,,,,,13,3.6795
s5858,,,,,,,,,
s5859,,,,,,,,,
s5860,,,,,,,,,
s5861,,,,,,,,,
s5862,,,,,,,,,
s5863,,,,,,,,,
s5864,,,,,,,,,
s5865,14,14,,,,,,14,2.6786
s5866,,,,,,,,,
s5867,,,,,,,,,
s5868,,,,,,,,,
s5869,,,,,,,,,
s5870,,,,,,,,,
s5871,,,,,,,,,
s5872,,,,,,,,,
s5873,,,,,,,,,
s5874,,,,,,,,,
s5875,,,,,,,,,
s5876,,,,,,,,,
s5877,,,,,,,,,
s5878,,,,,,,,,
s5879,,,,,,,,,
s5880,,,,,,,,,
s5881,,,,,,,,,
s5882,,,,,,,,,
s5883,,,,,,,,,
s5884,,,,,,,,,
s5885,,,,,,,,,
s5886,,,,,,,,,
s5887,,,,,,,,,
s5888,,,,,,,,,
s5889,4,4,,,,,,4,2.0417
s5890,,,,,,,,,
s5891,,,,,,,,,
s5892,,,,,,,,,
s5893,,,,,,,,,
s5894,,,,,,,,,
s5895,,,,,,,,,
s5896,146,146,,,,,,146,2.8379
s5897,,,,,,,,,
s5898,,,,,,,,,
s5899,,,,,,,,,
s5900,,,,,,,,,
s5901,,,,,,,,,
s5902,,,,,,,,,
s5903,,,,,,,,,
s5904,,,,,,,,,
s5905,,,,,,,,,
s5906,,,,,,,,,
s5907,,,,,,,,,
s5908,,,,,,,,,
s5909,,,,,,,,,
s5910,,,,,,,,,
s5911,,,,,,,,,
s5912,,,,,,,,,
s5913,,,,,,,,,
s5914,,,,,,,,,
s5915,,,,,,,,,
s5916,,,,,,,,,
s5917,,,,,,,,,
s5918,,,,,,,,,
s5919,,,,,,,,,
s5920,,,,,,,,,
s5921,,,,,,,,,
s5922,,,,,,,,,
s5923,,,,,,,,,
s5924,,,,,,,,,
s5925,,,,,,,,,
s5926,,,,,,,,,
s5927,,,,,,,,,
s5928,,,,,,,,,
s5929,,,,,,,,,
s5930,,,,,,,,,
s5931,69,69,,,,,,69,3.5169
s5932,,,,,,,,,
s5933,70,68,,,,,,68,2.9559
s5934,53,53,,,,,,52,2.6474
s5935,33,33,,,,,,33,3.1667
s5936,35,34,,,,,,34,2.9706
s5937,,,,,,,,,
s5938,,,,,,,,,
s5939,,,,,,,,,
s5940,,,,,,,,,
s5941,,,,,,,,,
s5942,,,,,,,,,
s5943,,,,,,,,,
s5944,,,,,,,,,
s5945,,,,,,,,,
s5946,,,,,,,,,
s5947,,,,,,,,,
s5948,,,,,,,,,
s5949,,,,,,,,,
s5950,,,,,,,,,
s5951,,,,,,,,,
s5952,,,,,,,,,
s5953,122,121,,,,,,121,2.5840
s5954,,,,,,,,,
s5955,,,,,,,,,
s5956,,,,,,,,,
s5957,,,,,,,,,
s5958,,,,,,,,,
s5959,,,,,,,,,
s5960,,,,,,,,,
s5961,,,,,,,,,
s5962,,,,,,,,,
s5963,,,,,,,,,
s5964,,,,,,,,,
s5965,,,,,,,,,
s5966,,,,,,,,,
s5967,,,,,,,,,
s5968,,,,,,,,,
s5969,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s5970,,,,,,,,,
s5971,,,,,,,,,
s5972,,,,,,,,,
s5973,,,,,,,,,
s5974,,,,,,,,,
s5975,,,,,,,,,
s5976,,,,,,,,,
s5977,,,,,,,,,
s5978,,,,,,,,,
s5979,,,,,,,,,
s5980,,,,,,,,,
s5981,,,,,,,,,
s5982,,,,,,,,,
s5983,,,,,,,,,
s5984,,,,,,,,,
s5985,,,,,,,,,
s5986,,,,,,,,,
s5987,,,,,,,,,
s5988,,,,,,,,,
s5989,,,,,,,,,
s5990,,,,,,,,,
s5991,,,,,,,,,
s5992,,,,,,,,,
s5993,,,,,,,,,
s5994,,,,,,,,,
s5995,,,,,,,,,
s5996,,,,,,,,,
s5997,,,,,,,,,
s5998,,,,,,,,,
s5999,,,,,,,,,
s6000,,,,,,,,,
s6001,,,,,,,,,
s6002,,,,,,,,,
s6003,,,,,,,,,
s6004,,,,,,,,,
s6005,,,,,,,,,
s6006,,,,,,,,,
s6007,,,,,,,,,
s6008,,,,,,,,,
s6009,,,,,,,,,
s6010,64,63,,,,,,63,2.4444
s6011,,,,,,,,,
s6012,,,,,,,,,
s6013,,,,,,,,,
s6014,,,,,,,,,
s6015,,,,,,,,,
s6016,,,,,,,,,
s6017,,,,,,,,,
s6018,,,,,,,,,
s6019,,,,,,,,,
s6020,,,,,,,,,
s6021,,,,,,,,,
s6022,,,,,,,,,
s6023,,,,,,,,,
s6024,,,,,,,,,
s6025,,,,,,,,,
s6026,,,,,,,,,
s6027,,,,,,,,,
s6028,,,,,,,,,
s6029,,,,,,,,,
s6030,,,,,,,,,
s6031,,,,,,,,,
s6032,,,,,,,,,
s6033,,,,,,,,,
s6034,,,,,,,,,
s6035,,,,,,,,,
s6036,,,,,,,,,
s6037,,,,,,,,,
s6038,,,,,,,,,
s6039,,,,,,,,,
s6040,,,,,,,,,
s6041,,,,,,,,,
s6042,,,,,,,,,
s6043,,,,,,,,,
s6044,,,,,,,,,
s6045,,,,,,,,,
s6046,,,,,,,,,
s6047,,,,,,,,,
s6048,,,,,,,,,
s6049,,,,,,,,,
s6050,,,,,,,,,
s6051,,,,,,,,,
s6052,,,,,,,,,
s6053,,,,,,,,,
s6054,,,,,,,,,
s6055,,,,,,,,,
s6056,173,173,,,,,,173,2.6840
s6057,,,,,,,,,
s6058,,,,,,,,,
s6059,,,,,,,,,
s6060,,,,,,,,,
s6061,,,,,,,,,
s6062,67,67,,,,,,67,3.2090
s6063,,,,,,,,,
s6064,148,146,,,,,,146,2.8938
s6065,,,,,,,,,
s6066,,,,,,,,,
s6067,,,,,,,,,
s6068,,,,,,,,,
s6069,,,,,,,,,
s6070,,,,,,,,,
s6071,,,,,,,,,
s6072,,,,,,,,,
s6073,,,,,,,,,
s6074,,,,,,,,,
s6075,,,,,,,,,
s6076,,,,,,,,,
s6077,,,,,,,,,
s6078,,,,,,,,,
s6079,,,,,,,,,
s6080,,,,,,,,,
s6081,,,,,,,,,
s6082,,,,,,,,,
s6083,,,,,,,,,
s6084,,,,,,,,,
s6085,,,,,,,,,
s6086,,,,,,,,,
s6087,,,,,,,,,
s6088,,,,,,,,,
s6089,,,,,,,,,
s6090,,,,,,,,,
s6091,,,,,,,,,
s6092,,,,,,,,,
s6093,,,,,,,,,
s6094,,,,,,,,,
s6095,,,,,,,,,
s6096,,,,,,,,,
s6097,,,,,,,,,
s6098,,,,,,,,,
s6099,,,,,,,,,
s6100,,,,,,,,,
s6101,,,,,,,,,
s6102,,,,,,,,,
s6103,,,,,,,,,
s6104,,,,,,,,,
s6105,,,,,,,,,
s6106,,,,,,,,,
s6107,,,,,,,,,
s6108,,,,,,,,,
s6109,,,,,,,,,
s6110,,,,,,,,,
s6111,,,,,,,,,
s6112,,,,,,,,,
s6113,,,,,,,,,
s6114,,,,,,,,,
s6115,,,,,,,,,
s6116,,,,,,,,,
s6117,,,,,,,,,
s6118,,,,,,,,,
s6119,,,,,,,,,
s6120,,,,,,,,,
s6121,,,,,,,,,
s6122,,,,,,,,,
s6123,,,,,,,,,
s6124,,,,,,,,,
s6125,,,,,,,,,
s6126,,,,,,,,,
s6127,,,,,,,,,
s6128,,,,,,,,,
s6129,,,,,,,,,
s6130,,,,,,,,,
s6131,,,,,,,,,
s6132,,,,,,,,,
s6133,,,,,,,,,
s6134,,,,,,,,,
s6135,,,,,,,,,
s6136,15,15,,,,,,15,3.4778
s6137,,,,,,,,,
s6138,,,,,,,,,
s6139,,,,,,,,,
s6140,,,,,,,,,
s6141,,,,,,,,,
s6142,,,,,,,,,
s6143,,,,,,,,,
s6144,,,,,,,,,
s6145,,,,,,,,,
s6146,,,,,,,,,
s6147,,,,,,,,,
s6148,,,,,,,,,
s6149,,,,,,,,,
s6150,,,,,,,,,
s6151,,,,,,,,,
s6152,,,,,,,,,
s6153,,,,,,,,,
s6154,,,,,,,,,
s6155,,,,,,,,,
s6156,,,,,,,,,
s6157,,,,,,,,,
s6158,,,,,,,,,
s6159,,,,,,,,,
s6160,,,,,,,,,
s6161,,,,,,,,,
s6162,,,,,,,,,
s6163,,,,,,,,,
s6164,,,,,,,,,
s6165,,,,,,,,,
s6166,,,,,,,,,
s6167,,,,,,,,,
s6168,,,,,,,,,
s6169,,,,,,,,,
s6170,,,,,,,,,
s6171,,,,,,,,,
s6172,,,,,,,,,
s6173,,,,,,,,,
s6174,,,,,,,,,
s6175,,,,,,,,,
s6176,,,,,,,,,
s6177,,,,,,,,,
s6178,,,,,,,,,
s6179,,,,,,,,,
s6180,,,,,,,,,
s6181,,,,,,,,,
s6182,,,,,,,,,
s6183,,,,,,,,,
s6184,,,,,,,,,
s6185,,,,,,,,,
s6186,,,,,,,,,
s6187,,,,,,,,,
s6188,,,,,,,,,
s6189,,,,,,,,,
s6190,,,,,,,,,
s6191,,,,,,,,,
s6192,,,,,,,,,
s6193,,,,,,,,,
s6194,,,,,,,,,
s6195,,,,,,,,,
s6196,,,,,,,,,
s6197,,,,,,,,,
s6198,,,,,,,,,
s6199,,,,,,,,,
s6200,,,,,,,,,
s6201,,,,,,,,,
s6202,,,,,,,,,
s6203,,,,,,,,,
s6204,,,,,,,,,
s6205,,,,,,,,,
s6206,,,,,,,,,
s6207,,,,,,,,,
s6208,,,,,,,,,
s6209,56,56,,,,,,56,2.8244
s6210,,,,,,,,,
s6211,,,,,,,,,
s6212,,,,,,,,,
s6213,,,,,,,,,
s6214,,,,,,,,,
s6215,,,,,,,,,
s6216,,,,,,,,,
s6217,,,,,,,,,
s6218,,,,,,,,,
s6219,,,,,,,,,
s6220,,,,,,,,,
s6221,,,,,,,,,
s6222,,,,,,,,,
s6223,,,,,,,,,
s6224,,,,,,,,,
s6225,,,,,,,,,
s6226,,,,,,,,,
s6227,,,,,,,,,
s6228,,,,,,,,,
s6229,,,,,,,,,
s6230,,,,,,,,,
s6231,,,,,,,,,
s6232,,,,,,,,,
s6233,,,,,,,,,
s6234,,,,,,,,,
s6235,,,,,,,,,
s6236,,,,,,,,,
s6237,,,,,,,,,
s6238,,,,,,,,,
s6239,,,,,,,,,
s6240,,,,,,,,,
